SymbolReannotated EnsemblReannotated
POM121L8P ENSG00000197210
ANX2P2 ENSG00000182718
ANXA2 ENSG00000182718
HSP90B1 ENSG00000166598
SMOC2 ENSG00000112562
BCCIP ENSG00000107949
EAF2 ENSG00000145088
MPZL1 ENSG00000197965
HSPC159 ENSG00000119862
RHAG ENSG00000112077
TUBG2 ENSG00000037042
CREB3L2 ENSG00000182158
EVI5L ENSG00000142459
GGT3P ENSG00000216522
ANGPTL3 ENSG00000132855
MYBPC1 ENSG00000196091
COL8A1 ENSG00000144810
JMJD6 ENSG00000070495
SC4MOL ENSG00000250229
SEC61G ENSG00000132432
LRCH4 ENSG00000077454
CCDC53 ENSG00000120860
ZNF702 ENSG00000242779
GCNT1 ENSG00000187210
CXXC5 ENSG00000171604
TOB1 ENSG00000141232
KIF20A ENSG00000112984
MLX ENSG00000108788
PUS3 ENSG00000110060
ATP6V0D1 ENSG00000159720
DNASE1 ENSG00000213918
C18orf8 ENSG00000141452
IRS1 ENSG00000169047
SCAMP3 ENSG00000116521
ELOVL5 ENSG00000012660
ACLY ENSG00000131473
MAN2B2 ENSG00000013288
KLF9 ENSG00000119138
NOSTRIN ENSG00000163072
CDKN2B ENSG00000147883
STT3A ENSG00000134910
LGMN ENSG00000100600
ATG4A ENSG00000101844
SLC35C1 ENSG00000181830
HLA-DMB ENSG00000242092
SELS ENSG00000131871
PAQR4 ENSG00000162073
STX5 ENSG00000162236
VWF ENSG00000110799
CR614803 ENSG00000235609
KRT8 ENSG00000250539
FAM129B ENSG00000136830
ABHD6 ENSG00000163686
HOXB13 ENSG00000159184
NDFIP2 ENSG00000102471
PTPRA ENSG00000132670
PIR ENSG00000087842
XBP1 ENSG00000100219
ATP6V0A2 ENSG00000185344
GLIS3 ENSG00000107249
C20orf196 ENSG00000171984
KRSP1 ENSG00000197588
SSR1 ENSG00000124783
SELK ENSG00000113811
PIGO ENSG00000165282
TMED10 ENSG00000170348
SERPINA5 ENSG00000188488
C1orf151 ENSG00000158747
PYGB ENSG00000100994
FAM177A1 ENSG00000151327
TMEM55A ENSG00000155099
UBE2G1 ENSG00000132388
NOL3 ENSG00000140939
PCYT2 ENSG00000185813
TMEM205 ENSG00000105518
TRIM5 ENSG00000132256
CAPZB ENSG00000077549
HES2 ENSG00000069812
NDUFAF4 ENSG00000123545
JMJD7-PLA2G4B ENSG00000168970
TMEM39A ENSG00000176142
HLA-DPA1 ENSG00000235844
C17orf106-CDK3 ENSG00000108504
C20orf30 ENSG00000089063
IL20RA ENSG00000016402
TCEAL3 ENSG00000196507
PRH1-PRR4 ENSG00000111215
ENTPD7 ENSG00000198018
ALG14 ENSG00000172339
C17orf97 ENSG00000187624
SIDT2 ENSG00000149577
ENTPD2 ENSG00000054179
SMAP1 ENSG00000112305
FAM105B ENSG00000154124
ATG4B ENSG00000168397
BTBD3 ENSG00000132640
LOC729852 ENSG00000219545
CYB5A ENSG00000166347
LIMS1 ENSG00000169756
TMEM87B ENSG00000153214
ADH1A ENSG00000187758
TACC2 ENSG00000138162
NEO1 ENSG00000067141
IMPAD1 ENSG00000104331
UGT2B4 ENSG00000156096
PRKCZ ENSG00000067606
DNAJC18 ENSG00000170464
LRRC16A ENSG00000079691
TMED2 ENSG00000086598
SPG20 ENSG00000133104
WHAMM ENSG00000156232
CBX4 ENSG00000141582
PFKFB4 ENSG00000114268
MARVELD3 ENSG00000140832
LOC220115 ENSG00000198384
BRP44L ENSG00000060762
SS18 ENSG00000141380
SLC25A40 ENSG00000075303
SH3RF2 ENSG00000156463
RHOT1 ENSG00000126858
IDH3A ENSG00000166411
XPR1 ENSG00000143324
MVD ENSG00000167508
HGD ENSG00000113924
ESRRA ENSG00000173153
C7orf53 ENSG00000181016
NAT1 ENSG00000171428
SURF4 ENSG00000148248
OPA3 ENSG00000125741
MICA ENSG00000183214
TMEM18 ENSG00000151353
GORASP1 ENSG00000114745
NEBL ENSG00000078114
CREB3L4 ENSG00000143578
SNAP91 ENSG00000065609
CYP4B1 ENSG00000142973
SIM2 ENSG00000159263
PGAM1 ENSG00000216285
NDEL1 ENSG00000166579
SELO ENSG00000073169
DPP9 ENSG00000142002
MAGEH1 ENSG00000187601
VMP1 ENSG00000062716
ZNF618 ENSG00000157657
PPM1B ENSG00000138032
PLEKHF1 ENSG00000166289
MUC20 ENSG00000176945
GADD45B ENSG00000099860
PVRL2 ENSG00000240787
RAB27A ENSG00000069974
SERP1 ENSG00000120742
SMPD1 ENSG00000166311
C9orf116 ENSG00000160345
EDEM1 ENSG00000134109
COX17 ENSG00000138495
ST6GALNAC1 ENSG00000070526
ADRB1 ENSG00000043591
GCC2 ENSG00000135968
MORN2 ENSG00000188010
ACOX1 ENSG00000161533
CYTH1 ENSG00000108669
C1orf183 ENSG00000197852
MAST4 ENSG00000069020
LRSAM1 ENSG00000148356
MTHFD2L ENSG00000163738
MBOAT2 ENSG00000143797
MALL ENSG00000144063
FKBP11 ENSG00000255863
ATP6V0B ENSG00000117410
KRT18 ENSG00000249850
DNAJC25 ENSG00000059769
PFKFB2 ENSG00000123836
SLC25A22 ENSG00000177542
BCL2L2 ENSG00000129473
INPP1 ENSG00000151689
DNAJC3 ENSG00000102580
TMED3 ENSG00000166557
TMEM50B ENSG00000142188
FOXA1 ENSG00000129514
SLC31A2 ENSG00000136867
EIF2AK3 ENSG00000172071
CRNKL1 ENSG00000101343
TJP2 ENSG00000119139
DDIT3 ENSG00000175197
CFDP1 ENSG00000153774
SH3GLB1 ENSG00000097033
CYP2U1 ENSG00000155016
PUS1 ENSG00000177192
GSPT1 ENSG00000103342
CHMP4A ENSG00000254505
LMAN1 ENSG00000074695
MTMR9 ENSG00000104643
CSRNP1 ENSG00000144655
IRF2BP2 ENSG00000168264
HMBS ENSG00000149397
GOLPH3L ENSG00000143457
ALOX5 ENSG00000012779
CHCHD4 ENSG00000163528
SPCS3 ENSG00000129128
WDR37 ENSG00000047056
RPN1 ENSG00000163902
MIS12 ENSG00000167842
PEX10 ENSG00000157911
NAGK ENSG00000124357
SPINK8 ENSG00000229453
C19orf39 ENSG00000173928
FAM46C ENSG00000183508
SLC41A2 ENSG00000136052
RABAC1 ENSG00000105404
ARNTL ENSG00000133794
DNAJB2 ENSG00000135924
HRAS ENSG00000174775
ADRM1 ENSG00000130706
ELMOD2 ENSG00000179387
DSC2 ENSG00000134755
ARPC4 ENSG00000250151
LPCAT3 ENSG00000111684
CRIP2 ENSG00000182809
AIFM1 ENSG00000156709
UGCG ENSG00000148154
HSPA13 ENSG00000155304
SNX33 ENSG00000173548
DNPEP ENSG00000123992
MESP1 ENSG00000166823
CALU ENSG00000128595
SERPINA7 ENSG00000123561
GCAT ENSG00000100116
RAPGEF3 ENSG00000079337
CTBS ENSG00000117151
PRR5 ENSG00000186654
VARS ENSG00000231116
PPCS ENSG00000127125
IMPDH1 ENSG00000106348
PWWP2B ENSG00000171813
DLG2 ENSG00000150672
PGK1 ENSG00000102144
SNAI2 ENSG00000019549
MORF4L2 ENSG00000123562
USP33 ENSG00000077254
ATAD3A ENSG00000197785
HCCS ENSG00000004961
HLA-B ENSG00000234745
FAM3B ENSG00000183844
CYP1B1 ENSG00000138061
NA ENSG00000122882
PSEN2 ENSG00000143801
SEC22C ENSG00000093183
C1orf64 ENSG00000183888
MAL ENSG00000172005
RBM18 ENSG00000119446
EIF2B4 ENSG00000115211
CRY1 ENSG00000008405
MTFP1 ENSG00000242114
FJX1 ENSG00000179431
LLPH ENSG00000139233
COPB2 ENSG00000184432
TRPM8 ENSG00000144481
MGAT2 ENSG00000168282
JUNB ENSG00000171223
EPDR1 ENSG00000086289
CYP2J2 ENSG00000134716
C17orf79 ENSG00000172301
PFN1 ENSG00000108518
SASH1 ENSG00000111961
LAMA1 ENSG00000101680
ZNF765 ENSG00000196417
MCFD2 ENSG00000180398
LOC728723 ENSG00000250802
NCEH1 ENSG00000144959
TBXAS1 ENSG00000059377
HSPB2-C11orf52 ENSG00000254445
UGT2B7 ENSG00000248635
MSI2 ENSG00000153944
HBEGF ENSG00000113070
FBXO16 ENSG00000214050
KIAA0664 ENSG00000132361
STUB1 ENSG00000103266
ZCCHC6 ENSG00000083223
AKR1B1 ENSG00000085662
CYP20A1 ENSG00000119004
IQCK ENSG00000174628
TMEM184A ENSG00000241340
EIF2B2 ENSG00000119718
NAGLU ENSG00000108784
CISH ENSG00000114737
FRMD3 ENSG00000172159
ADAMTS9 ENSG00000163638
AQP11 ENSG00000178301
CXorf40A ENSG00000197620
PPP1R3D ENSG00000132825
FOS ENSG00000170345
MFSD6 ENSG00000151690
SH3BP4 ENSG00000130147
CMTM8 ENSG00000170293
PREP ENSG00000085377
GSDMA ENSG00000167914
C4orf34 ENSG00000163683
TFCP2 ENSG00000135457
FAM3C ENSG00000196937
HK2 ENSG00000159399
SERF1B ENSG00000205572
PPP3CB ENSG00000107758
FZD8 ENSG00000177283
P/OKcl.19 ENSG00000240849
BIRC5 ENSG00000089685
AK128346 ENSG00000242086
PDCD4 ENSG00000150593
PHLDB3 ENSG00000176531
KCMF1 ENSG00000176407
CPEB2 ENSG00000137449
LOX ENSG00000113083
LRP11 ENSG00000120256
CAPS ENSG00000105519
SLC39A1 ENSG00000143570
ADRB2 ENSG00000169252
FAM104B ENSG00000182518
GNA12 ENSG00000146535
PDZRN3 ENSG00000121440
PDCL3 ENSG00000115539
PHACTR3 ENSG00000087495
BCAR3 ENSG00000137936
SYAP1 ENSG00000169895
APEH ENSG00000164062
IDH2 ENSG00000182054
NTHL1 ENSG00000065057
C9orf72 ENSG00000147894
HIF1A ENSG00000100644
FRAT2 ENSG00000181274
TMEM192 ENSG00000170088
ZNF622 ENSG00000173545
ABAT ENSG00000183044
FTSJ1 ENSG00000068438
NOTCH2NL ENSG00000255168
ETFB ENSG00000105379
SULT1C2 ENSG00000198203
DIO1 ENSG00000211452
FAM129A ENSG00000135842
LACTB ENSG00000103642
RPS19BP1 ENSG00000187051
CDH1 ENSG00000039068
TEX2 ENSG00000136478
TG ENSG00000042832
VCL ENSG00000035403
C11orf54 ENSG00000182919
F2RL1 ENSG00000164251
FA2H ENSG00000103089
FMO5 ENSG00000131781
ZNF436 ENSG00000125945
B3GNT2 ENSG00000170340
PDE8B ENSG00000113231
MAN1C1 ENSG00000117643
LDHA ENSG00000134333
RHBDD1 ENSG00000144468
ELF2 ENSG00000109381
SRPRB ENSG00000144867
CSMD2 ENSG00000121904
SEMA4B ENSG00000185033
C9orf66 ENSG00000183784
NACC2 ENSG00000148411
FAM196A ENSG00000188916
RBM28 ENSG00000106344
COX6B1 ENSG00000126267
RAP1A ENSG00000116473
KRT72 ENSG00000170486
CDKN1C ENSG00000129757
ZBTB46 ENSG00000130584
MPZL2 ENSG00000149573
PRR13 ENSG00000205352
KCNG1 ENSG00000026559
CR613620 ENSG00000206527
C9orf80 ENSG00000148153
GOLGA7B ENSG00000155265
TRIM61 ENSG00000248632
ZNF143 ENSG00000166478
TTC13 ENSG00000143643
D2HGDH ENSG00000180902
ANG ENSG00000259171
EDEM3 ENSG00000116406
MTL5 ENSG00000132749
ChGn ENSG00000147408
NHP2L1 ENSG00000100138
CLIC1 ENSG00000206394
ABHD12 ENSG00000100997
SLC16A6 ENSG00000108932
ULK1 ENSG00000177169
SLC9A8 ENSG00000197818
FKBP14 ENSG00000106080
DIRC2 ENSG00000138463
ITPR2 ENSG00000123104
COX10 ENSG00000006695
PDHA1 ENSG00000131828
TWSG1 ENSG00000128791
RAB9B ENSG00000123570
CMTM1 ENSG00000254788
CTNNB1 ENSG00000168036
ASGR2 ENSG00000161944
CBS ENSG00000160200
TP53RK ENSG00000172315
TOMM40 ENSG00000130204
SLC39A11 ENSG00000133195
TAF1B ENSG00000115750
BBS2 ENSG00000125124
CDO1 ENSG00000129596
CSNK1A1 ENSG00000113712
ARPC2 ENSG00000163466
TTC39B ENSG00000155158
LCTL ENSG00000188501
KCTD3 ENSG00000136636
RYR3 ENSG00000198838
FGFR3 ENSG00000068078
LRRC8A ENSG00000136802
LEAP2 ENSG00000164406
TBL2 ENSG00000106638
INTS6 ENSG00000102786
EFNA1 ENSG00000169242
RHOC ENSG00000155366
AKR1D1 ENSG00000122787
ATE1 ENSG00000107669
CCDC85A ENSG00000055813
GREM1 ENSG00000166923
PXN ENSG00000089159
DHTKD1 ENSG00000181192
PHYHIPL ENSG00000165443
OCRL ENSG00000122126
SH3KBP1 ENSG00000147010
C12orf65 ENSG00000130921
MKKS ENSG00000125863
LRRN3 ENSG00000173114
PHF6 ENSG00000156531
CEBPA ENSG00000245848
TM2D2 ENSG00000169490
NSMAF ENSG00000035681
SLCO3A1 ENSG00000176463
NUP98 ENSG00000110713
CCND1 ENSG00000110092
RAB3D ENSG00000105514
FAM21C ENSG00000172661
CEBPD ENSG00000221869
XPNPEP1 ENSG00000108039
FAM153A ENSG00000182230
KLHL2 ENSG00000109466
PEX2 ENSG00000164751
PSPH ENSG00000146733
PLA2G4C ENSG00000105499
ZNF331 ENSG00000130844
LOC151162 ENSG00000152127
BTG2 ENSG00000159388
YWHAQ ENSG00000134308
SNCA ENSG00000145335
CRISP2 ENSG00000124490
CBLL1 ENSG00000105879
AK131350 ENSG00000073578
U2AF1 ENSG00000160201
INSM1 ENSG00000173404
CTNNA2 ENSG00000066032
CAMK1D ENSG00000183049
LOC283070 ENSG00000183049
COPA ENSG00000122218
LMO7 ENSG00000136153
SYNJ2 ENSG00000078269
ZNF511 ENSG00000198546
TMEM181 ENSG00000146433
ARCN1 ENSG00000095139
NR2C2AP ENSG00000184162
ZNF185 ENSG00000147394
FGD4 ENSG00000139132
CHPT1 ENSG00000111666
HMOX1 ENSG00000100292
PDSS1 ENSG00000148459
SDCBP ENSG00000137575
WDFY3 ENSG00000163625
CTH ENSG00000116761
ZBTB7B ENSG00000160685
AF385432 ENSG00000196917
FAM102A ENSG00000167106
ROPN1B ENSG00000114547
CYP2E1 ENSG00000130649
MEAF6 ENSG00000163875
MB ENSG00000198125
NRBP2 ENSG00000185189
NRARP ENSG00000198435
PPP3CC ENSG00000120910
AKAP7 ENSG00000118507
NVL ENSG00000143748
MPHOSPH10 ENSG00000124383
WNT7B ENSG00000188064
RAB5B ENSG00000255990
BRSK1 ENSG00000160469
STK32B ENSG00000152953
JTB ENSG00000143543
PPM1K ENSG00000133812
TMEM37 ENSG00000171227
HNRNPA3 ENSG00000170144
RHOBTB2 ENSG00000008853
CYB5D1 ENSG00000182224
SH2D4A ENSG00000104611
KCNN2 ENSG00000080709
PARVA ENSG00000197702
ST3GAL3 ENSG00000126091
PDLIM1 ENSG00000107438
DSCR6 ENSG00000183145
DNAJB6 ENSG00000105993
MGST1 ENSG00000008394
SEC24B ENSG00000138802
GREB1L ENSG00000141449
UVRAG ENSG00000198382
CDH10 ENSG00000040731
P4HA1 ENSG00000122884
PPAPDC1B ENSG00000147535
EDN3 ENSG00000124205
KIAA0232 ENSG00000170871
C17orf58 ENSG00000186665
TSPAN15 ENSG00000099282
NMNAT2 ENSG00000157064
SPIN3 ENSG00000204271
TRIM24 ENSG00000122779
VPS33B ENSG00000184056
MPP6 ENSG00000105926
KIAA1324 ENSG00000116299
MTFMT ENSG00000103707
GABRA5 ENSG00000186297
FAM84B ENSG00000168672
BTLA ENSG00000186265
ABL1 ENSG00000097007
ING2 ENSG00000168556
TDRD7 ENSG00000196116
TDRD9 ENSG00000156414
SLC4A8 ENSG00000050438
SNN ENSG00000184602
PVRL3 ENSG00000177707
SFXN4 ENSG00000183605
OBFC1 ENSG00000107960
ZNF275 ENSG00000063587
ZDHHC23 ENSG00000184307
KLHDC9 ENSG00000162755
NWD1 ENSG00000188039
DERL1 ENSG00000136986
KDM1A ENSG00000004487
ACBD6 ENSG00000135847
FAM178A ENSG00000119906
SDHAP2 ENSG00000215837
ZNF18 ENSG00000154957
ROBO3 ENSG00000154134
FAM84A ENSG00000162981
CNN3 ENSG00000117519
KIAA1191 ENSG00000122203
MTA3 ENSG00000057935
CISD1 ENSG00000122873
HOXA5 ENSG00000106004
RFWD2 ENSG00000143207
ZC3HC1 ENSG00000091732
RBBP6 ENSG00000122257
HOXA10 ENSG00000078399
XRCC6BP1 ENSG00000166896
RBM10 ENSG00000182872
APPL2 ENSG00000136044
TIMM22 ENSG00000177370
GLUL ENSG00000135821
KCNS3 ENSG00000170745
BCAS1 ENSG00000064787
MAP2K4 ENSG00000065559
CADPS2 ENSG00000081803
LARP6 ENSG00000166173
ARHGAP17 ENSG00000256439
ARL6IP5 ENSG00000144746
C15orf21 ENSG00000179362
FRYL ENSG00000075539
HACL1 ENSG00000131373
IQSEC1 ENSG00000144711
HENMT1 ENSG00000162639
RHOBTB3 ENSG00000164292
KPNA4 ENSG00000186432
FUBP1 ENSG00000162613
LARS2 ENSG00000011376
CKAP2 ENSG00000136108
GRHL1 ENSG00000134317
SNIP1 ENSG00000163877
MEGF9 ENSG00000106780
PDCD2L ENSG00000126249
LRRC8B ENSG00000197147
CCDC86 ENSG00000110104
CCNY ENSG00000108100
RPS6KA3 ENSG00000177189
PPFIBP1 ENSG00000110841
C17orf85 ENSG00000074356
JARID2 ENSG00000008083
ARHGAP24 ENSG00000138639
ENPP3 ENSG00000154269
POLE2 ENSG00000100479
SORBS2 ENSG00000154556
TMEM42 ENSG00000169964
RBM22 ENSG00000086589
ZSWIM6 ENSG00000130449
EIF4ENIF1 ENSG00000184708
TUSC3 ENSG00000104723
PTGER4 ENSG00000171522
LOC440157 ENSG00000206197
surfactant associated protein J ENSG00000206197
PTPN13 ENSG00000163629
ISY1 ENSG00000240682
RRAGC ENSG00000116954
OSBPL6 ENSG00000079156
DCTD ENSG00000129187
GAR1 ENSG00000109534
ETNK2 ENSG00000143845
CPNE1 ENSG00000244462
RUFY3 ENSG00000018189
WBP11 ENSG00000084463
MRPS30 ENSG00000112996
ZNF562 ENSG00000171466
G6PC ENSG00000131482
FUCA2 ENSG00000001036
ELK1 ENSG00000126767
C3orf26 ENSG00000184220
JUN ENSG00000177606
ALK ENSG00000171094
GLIPR2 ENSG00000122694
KIR2DL4 ENSG00000215764
DYRK3 ENSG00000143479
DCBLD1 ENSG00000164465
RAD54B ENSG00000197275
FAM174B ENSG00000185442
PTGES ENSG00000255824
LYSMD2 ENSG00000140280
C2orf68 ENSG00000168887
IMMP2L ENSG00000184903
PPRC1 ENSG00000148840
DEGS1 ENSG00000143753
TNFRSF10B ENSG00000120889
NLGN1 ENSG00000169760
CHD2 ENSG00000173575
PLEKHA7 ENSG00000166689
FLJ39080 ENSG00000254349
HADH ENSG00000138796
MAN2A1 ENSG00000112893
HERPUD2 ENSG00000122557
PNPO ENSG00000108439
ZAK ENSG00000091436
IFT52 ENSG00000101052
ARHGAP20 ENSG00000137727
PRDX1 ENSG00000117450
PGBD1 ENSG00000137338
CBLB ENSG00000114423
QSOX2 ENSG00000165661
AFTPH ENSG00000119844
LONRF2 ENSG00000170500
KDM5A ENSG00000073614
FAM107B ENSG00000065809
PAPSS1 ENSG00000138801
SMAGP ENSG00000170545
RAB4A ENSG00000213029
SOX13 ENSG00000143842
CDC7 ENSG00000097046
PPAT ENSG00000128059
COQ10A ENSG00000135469
ANKRD46 ENSG00000186106
DCAF5 ENSG00000139990
EIF2S1 ENSG00000134001
NKRF ENSG00000186416
NFE2L3 ENSG00000050344
PDCD2 ENSG00000071994
CHEK1 ENSG00000149554
MYO1G ENSG00000136286
HPRT1 ENSG00000165704
FZD1 ENSG00000157240
SLC44A3 ENSG00000143036
KCNJ2 ENSG00000123700
MANBA ENSG00000109323
ATXN7L3B ENSG00000253719
C5orf15 ENSG00000113583
GABBR2 ENSG00000136928
GFOD1 ENSG00000145990
RABEPK ENSG00000136933
SPRED1 ENSG00000166068
UBXN1 ENSG00000162191
ERCC6 ENSG00000258838
WASL ENSG00000106299
C1orf112 ENSG00000000460
CASK ENSG00000147044
BRWD1 ENSG00000185658
IFT57 ENSG00000114446
PCDHB12 ENSG00000120328
EIF4E3 ENSG00000163412
CTPS2 ENSG00000047230
DDX10 ENSG00000178105
ZCRB1 ENSG00000139168
CADPS ENSG00000163618
RALB ENSG00000144118
ABTB2 ENSG00000166016
C9orf152 ENSG00000188959
STAU2 ENSG00000040341
ATPAF1 ENSG00000123472
LPPR5 ENSG00000123472
PPP4R1 ENSG00000154845
FLJ20021 ENSG00000254531
MRFAP1 ENSG00000179010
ERP29 ENSG00000089248
ZNF207 ENSG00000010244
PSRC1 ENSG00000134222
TMEFF2 ENSG00000144339
UBE2G2 ENSG00000184787
PFAS ENSG00000178921
GALNTL1 ENSG00000100626
ZNF330 ENSG00000109445
FAM120C ENSG00000184083
ACPP ENSG00000014257
SPINK1 ENSG00000164266
ITGA9 ENSG00000144668
PAM ENSG00000145730
PLEKHA8P1 ENSG00000134297
SLC2A12 ENSG00000146411
RNF135 ENSG00000181481
ANO1 ENSG00000131620
ELP2 ENSG00000134759
UST ENSG00000111962
GPC6 ENSG00000183098
ETS1 ENSG00000134954
TRIM32 ENSG00000119401
DKFZp686O24166 ENSG00000188211
SGSM1 ENSG00000167037
BTBD11 ENSG00000151136
ANKRD36B ENSG00000196912
PDE7A ENSG00000205268
AKAP2 ENSG00000243444
ATP8B2 ENSG00000143515
ANO6 ENSG00000177119
MLEC ENSG00000110917
MATN2 ENSG00000132561
DAP3 ENSG00000132676
STAT5B ENSG00000173757
ALDH9A1 ENSG00000143149
XRN2 ENSG00000088930
FOXO3 ENSG00000118689
POU5F1 ENSG00000204531
FCHSD2 ENSG00000137478
CTDSPL ENSG00000144677
SOX9 ENSG00000125398
PGM5 ENSG00000154330
IGSF3 ENSG00000143061
NUP133 ENSG00000069248
GPN1 ENSG00000198522
FAM118B ENSG00000197798
NFKB1 ENSG00000109320
EEF2 ENSG00000167658
AMHR2 ENSG00000135409
MAFB ENSG00000204103
EPB41L2 ENSG00000079819
LBH ENSG00000256261
PCDHB5 ENSG00000113209
TARP ENSG00000227191
TH1L ENSG00000101158
MUCL1 ENSG00000172551
SSFA2 ENSG00000138434
CYR61 ENSG00000142871
GYG1 ENSG00000163754
MSRB2 ENSG00000148450
LYAR ENSG00000145220
IL1RN ENSG00000136689
CHST2 ENSG00000175040
ANKRD6 ENSG00000135299
TUSC1 ENSG00000198680
WDR91 ENSG00000105875
ADPRHL1 ENSG00000153531
C17orf48 ENSG00000170222
FAM92A1 ENSG00000188343
PIM1 ENSG00000137193
ATP6V1B2 ENSG00000147416
UGT8 ENSG00000174607
NETO2 ENSG00000171208
TSR1 ENSG00000167721
C9orf30 ENSG00000066697
SEH1L ENSG00000085415
SHMT1 ENSG00000176974
LOC441461 ENSG00000255145
JAG1 ENSG00000101384
BEX4 ENSG00000102409
MMP10 ENSG00000166670
CABYR ENSG00000154040
HOXA13 ENSG00000106031
LYRM4 ENSG00000214113
PRKAB2 ENSG00000131791
PPAP2B ENSG00000162407
MTSS1 ENSG00000170873
WDR70 ENSG00000082068
CLDN8 ENSG00000156284
SLC23A2 ENSG00000089057
LRP8 ENSG00000157193
NRP1 ENSG00000099250
RBFOX2 ENSG00000100320
NETO1 ENSG00000166342
F2R ENSG00000181104
PDCD5 ENSG00000105185
